year,name,total_ticks_collected,tick_population_density,ticks_tested,b_burgdorferi_percent,county_centroid,lyme_count,lyme_rate,abbrev,gnis_id,fips_code,swis,nysp_zone,pop1990,pop2000,pop2010,pop2020,dos_ll,dosll_date,nyc,calc_sq_mi,datemod,shape_leng,shape_area,geometry,jan_19,feb_19,mar_19,apr_19,may_19,jun_19,jul_19,aug_19,sep_19,oct_19,nov_19,dec_19,jan_20,feb_20,mar_20,apr_20,may_20,jun_20,jul_20,aug_20,sep_20,oct_20,nov_20,dec_20,jan_21,feb_21,mar_21,apr_21,may_21,jun_21,jul_21,aug_21,sep_21,oct_21,nov_21,dec_21,jan_22,feb_22,mar_22,apr_22,may_22,jun_22,jul_22,aug_22,sep_22,oct_22,nov_22,dec_22
2021,Washington,500,89.1,205,59,"(43.3123766, -73.4394282)",323,175.9,WASH,974155,36115,530000,East,59330,61042,63216,61302,NA,NA,N,845.85571,11/10/17,302359,2190756227,MULTIPOLYGON (((630545.5 48...,20,23.6,30.9,45,55.2,64.1,72.2,67.5,59.4,50.1,33,26.3,26.9,25.5,36.6,42.5,55.4,66.1,70.9,68.6,59.3,49.4,40.4,29.7,23.1,21.9,34.4,46.5,56,68,68.1,71,61.7,54,36.6,32.4,16.4,23.7,33.5,44.6,59.7,64.5,71,71.3,60.4,49.5,41.2,28.8
2021,Tompkins,54,18.6,50,46,"(42.4532811, -76.4737116)",405,130.3,TOMP,974152,36109,500000,Central,94097,96501,101564,105740,NA,NA,N,491.56956,11/28/18,175483.42,1273159304,MULTIPOLYGON (((380383 4720...,20.5,26.1,29.9,44.8,54.9,63.1,71.1,66.1,60.4,50,33.6,28,28.6,27.2,37.9,40.5,54.2,65,73.8,69.3,59.7,49.7,42.5,30,25.2,22.4,36.1,44.9,54.6,67.3,68,70.4,62.2,55.6,37.1,33.9,16.8,24.6,34.6,44.1,58.5,63.8,70,69.5,60.6,48.6,41.4,28.6
2021,Orleans,19,18.6,19,42.1,"(43.209007, -78.254897)",10,8.3,ORLE,974135,36073,340000,West,41846,44171,42883,40343,NA,NA,N,812.16899,2/12/18,186740.28,2103508020,MULTIPOLYGON (((256280.7 47...,20.2,24.9,30.7,44.4,54.3,64.4,72.8,69.2,63.6,52,34,30.8,29.6,27,39.2,41.7,54.9,67.2,75.9,70.8,62.2,50.9,45.9,32.5,27.4,21.8,38.1,47,55.8,69.8,69.4,73.3,64,57,40.4,36.5,19,25.7,36.5,44.8,59.8,67.1,71.6,71.3,62.6,50.9,42.8,31.4
2021,Onondaga,139,26.8,101,41.6,"(43.0065299, -76.1961167)",315,22.6,ONON,974132,36067,310000,Central,468973,458336,467026,476516,NA,NA,N,805.02218,7/18/18,235290.72,2084997862,MULTIPOLYGON (((405851 4788...,20.3,25.5,30.7,45.3,54.7,63.4,71.8,67.3,61.6,51.2,34.1,28.5,28.9,27.1,38.1,41.7,55,66.7,73,70.5,61.2,50.1,43.5,31.3,25.3,23,36.4,46.4,56,69,69,72.2,63.2,56.6,38.8,35.2,17.2,25.2,35,44.3,59.6,64.3,70.9,71.3,61.6,50.3,42.7,29.9
2021,Columbia,477,76.33,208,53.8,"(42.2477286, -73.6268046)",812,446.8,COLU,974109,36021,100000,East,62982,63094,63096,61570,NA,NA,N,647.9075,1/22/18,184324.65,1678072717,MULTIPOLYGON (((633818.3 47...,23.7,27.3,33.2,48.6,57.2,66,73.5,69.5,61.8,52.4,35.9,29.2,30.8,31.6,40.6,44.4,57.3,67.9,72.1,71.2,62,52.5,43.7,32.3,26.5,25.9,37.6,49,58,69.6,71,72.5,64.4,56.3,39.5,35.9,20.6,27.8,36.8,47.3,60.9,66.2,73,73.4,62.5,51.4,43.4,31.3
2021,St. Lawrence,97,88.2,50,46,"(44.4881125, -75.074311)",268,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTIPOLYGON EMPTY,13.1,19,25.9,41.2,52,62,70.5,65.5,57.8,48.1,29.5,23.9,23.5,21.8,34.2,39.9,53.3,64.7,78.2,67.1,57.5,46.3,40,27.6,19.7,17.6,32.2,45.2,54.2,66.6,65.6,70.2,59.8,52.5,35.2,28.3,8.6,19.1,30,42.6,58,63,68.3,68.7,58.7,48.4,38.9,28
2021,Rockland,101,14.05,50,28,"(41.1547851, -74.0247721)",481,48.6,ROCK,974142,36087,390000,East,265475,286753,311687,338329,NA,NA,N,199.34184,10/4/19,103259.43,516292998,MULTIPOLYGON (((593050.6 45...,28.2,32,37.4,52.2,60.2,68.9,77.2,73.1,66.8,56.5,39.3,33.8,34.8,36.1,44,47.2,58.5,70.9,80.7,74.8,65.6,55.2,47.5,35.2,30.5,29.1,41.3,51.4,59.7,71.4,74.2,75.1,67.4,59.9,42.3,39.3,25.7,32.1,41.2,49.7,62.9,68.5,76.7,76.9,66.6,53.2,45.8,33.5
2021,Madison,60,27.2,50,50,"(42.9100255, -75.6635749)",121,57.7,MADI,974125,36053,250000,Central,69120,69441,73442,68016,NA,NA,N,660.76752,7/18/18,256920.38,1711380019,MULTIPOLYGON (((419469.3 47...,18.8,24.5,29.2,44.3,53.8,61.9,70.3,65.6,60,49.9,32.7,26.6,26.8,25.5,36,40,53.4,64.3,74.2,68.4,59.6,48.7,41.3,29,22.8,21.1,33.7,44.3,54.1,66.3,67.5,70,61.3,54.8,36.4,32.6,14.5,22.6,32.8,42.7,58.2,62.5,68.9,69.7,60.2,48.6,40.8,27.5
2021,Cayuga,120,45.3,50,56,"(43.0085456, -76.5745866)",96,41.7,CAYU,974104,36011,50000,Central,82313,81963,80026,76248,NA,NA,N,881.8235,7/18/18,334039.8,2283912393,MULTIPOLYGON (((369644.2 47...,20.9,25.8,30.6,44.6,54.4,63.2,71.3,66.9,61.3,50.8,34.2,28.6,29.2,27.4,38.4,41.1,54.9,66.4,71.6,70.2,60.8,50.4,43.8,31.2,26,22.9,36.9,45.8,55.4,68.2,68.1,71.3,62.8,56.4,38.9,35.3,18.1,25.4,35.3,44.5,59.1,64.5,70.4,70.4,61,50,42.7,29.9
2021,Greene,282,41.18,207,56,"(42.2869511, -74.1494949)",612,427.1,GREE,974118,36039,190000,East,44739,48195,49221,47931,NA,NA,N,657.72008,5/19/20,188783.3,1703487184,MULTIPOLYGON (((600650.4 47...,21.5,25.6,30.5,46.1,55.3,62.9,70.4,66.6,59.3,50,33.6,27.3,28.7,29.9,38.4,41.7,54.6,64.5,74.3,68.4,59.3,50,41.7,30.6,25.1,23.5,35,46.6,54.6,66.4,68.1,69.4,61.8,54.8,37,34.3,18.6,25.7,34.5,44.7,58.4,63.1,69.8,70.6,60.1,48.5,41.4,29.6
2020,Albany,114,37.15,103,71.8,"(42.5882713, -73.9740136)",865,93,ALBA,974099,36001,10000,East,292594,294565,304204,314848,NA,NA,N,532.79178,11/10/17,166077.83,1379924372,MULTIPOLYGON (((605729 4737...,21.7,26.2,32.2,47.5,56.6,64.8,72.3,68.7,61.1,51.8,35,28,29.8,30.1,39.8,43.7,56.8,67.3,72.9,69.9,60.9,51.2,42.2,31.3,25.4,24,36.2,48,56.6,68.2,69.6,71.3,63.3,55.8,38.2,35.4,19,26.3,35.5,46.2,60.4,65.3,72.1,72.8,61.9,50.6,42.8,30.7
2020,Chemung,271,256.9,50,56,"(42.1552807, -76.7471788)",117,46.6,CHEM,974106,36015,70000,Central,95195,91070,88830,84148,NA,NA,N,410.95932,4/26/19,146916.78,1064379743,MULTIPOLYGON (((353386.9 46...,22.1,27.3,31.6,46.5,56.8,64,71.9,67.7,62.3,51.4,34.7,28.5,30,29.2,39,41.7,54.7,65.4,73.1,70.4,60.4,50.6,42.3,30.6,27,23.4,37.3,46.2,55.3,67.8,69.1,71.1,62.7,56.4,37.6,34.5,17.7,25,36,45.4,58.8,64.8,70.2,70.3,61.8,48.8,41.4,28.8
2020,Delaware,75,21.93,69,68.1,"(42.1939865, -74.966728)",242,180.6,DELA,974111,36025,120000,East,47225,48055,47980,44308,NA,NA,N,1466.34061,5/19/20,283395.29,3797804752,MULTIPOLYGON (((522455.6 47...,20.4,25,28.8,44.5,53.9,60.7,68.7,64.7,58.8,49.3,32.4,25.9,27.5,28,36.8,39.6,52.5,61.9,71.8,66.6,58,48.5,40.5,29.5,23.6,22.3,33.4,44.1,52.3,64.1,67,67.9,60.2,53.9,35,32.3,16.7,24.7,33.3,42.2,57,60.6,67.6,68.5,58.8,47,39.6,27.5
2020,Tompkins,131,52.4,44,59.1,"(42.4532811, -76.4737116)",405,130.3,TOMP,974152,36109,500000,Central,94097,96501,101564,105740,NA,NA,N,491.56956,11/28/18,175483.42,1273159304,MULTIPOLYGON (((380383 4720...,20.5,26.1,29.9,44.8,54.9,63.1,71.1,66.1,60.4,50,33.6,28,28.6,27.2,37.9,40.5,54.2,65,73.8,69.3,59.7,49.7,42.5,30,25.2,22.4,36.1,44.9,54.6,67.3,68,70.4,62.2,55.6,37.1,33.9,16.8,24.6,34.6,44.1,58.5,63.8,70,69.5,60.6,48.6,41.4,28.6
2020,Oneida,157,78.5,50,48,"(43.2427273, -75.4342824)",395,57.3,ONEI,974131,36065,300000,Central,250836,235469,234878,232125,NA,NA,N,1257.21214,3/9/18,307349.03,3256164502,MULTIPOLYGON (((492898 4808...,17.7,23,28.2,43.7,53.5,62.5,70.8,66.2,60.3,49.6,32.1,26.2,26.5,25,35.5,40.2,53.8,64.8,75.6,68.6,59.8,48.2,41,28.9,22.2,20.8,33.4,45,54.4,66.9,67.2,69.9,61.3,54.8,36.4,31.6,13.5,22.2,32.2,43,58.7,62.8,69.1,69.3,60.3,48.8,40.4,27.8
2020,Seneca,51,35.5,50,46,"(42.7822943, -76.827088)",56,54.8,SENE,974147,36099,450000,Central,33683,33342,35251,33814,NA,NA,N,390.35722,NA,162301.31,1011020552,MULTIPOLYGON (((360411.1 47...,22,26.8,31.4,45.2,55.2,64.2,72.3,67.9,62.2,51.3,35.1,29.7,30.1,28.2,39.3,41.7,55.5,67.2,73.2,70.7,61.5,51,44.7,31.8,27.2,23.5,37.9,46.5,56.2,69.1,68.9,72,63.5,56.8,39.6,36,19.1,26,36.3,45.3,59.8,65.9,71.3,71,61.8,50.5,43.2,30.4
2020,Onondaga,60,35.3,50,48,"(43.0065299, -76.1961167)",315,22.6,ONON,974132,36067,310000,Central,468973,458336,467026,476516,NA,NA,N,805.02218,7/18/18,235290.72,2084997862,MULTIPOLYGON (((405851 4788...,20.3,25.5,30.7,45.3,54.7,63.4,71.8,67.3,61.6,51.2,34.1,28.5,28.9,27.1,38.1,41.7,55,66.7,73,70.5,61.2,50.1,43.5,31.3,25.3,23,36.4,46.4,56,69,69,72.2,63.2,56.6,38.8,35.2,17.2,25.2,35,44.3,59.6,64.3,70.9,71.3,61.6,50.3,42.7,29.9
2020,Franklin,59,18.7,50,60,"(44.5943743, -74.3106698)",90,60.9,FRAN,974115,36033,160000,East,46540,51134,51599,47555,NA,NA,N,1696.38234,10/4/18,314349.88,4393610084,MULTIPOLYGON (((526445.3 49...,12.3,17.9,24.7,39.8,50,60.4,68.9,63.4,56.2,46.6,27.3,22.6,22.2,20.4,32.5,38,52.1,62.8,69.4,65,56,45,38.2,26,18.2,16.4,30.2,43.4,52.8,65.3,63.9,68.5,58.1,50.9,33.3,26.3,7.7,17.6,29.1,40.6,56.5,61.4,66.6,66.9,57.1,46.9,37.3,26.7
2020,Livingston,157,153.7,50,50,"(42.7274845, -77.7697795)",73,38.8,LIVI,974124,36051,240000,West,62372,64328,65393,61834,NA,NA,N,640.50155,9/20/18,237375.89,1658891412,MULTIPOLYGON (((277810.4 47...,22.1,27.2,31.4,45.8,56,64,71.9,67.8,62.7,52.1,34.6,30.6,30.5,28,39.8,41.8,55.3,66.9,71.2,70,61.2,50.4,44.7,31.6,27.5,22.6,38.5,47.1,55.9,69.6,69.1,72.1,63.5,56.8,39.3,35.9,18.6,25.8,36.5,45.6,59.8,66.3,71,70.7,62.1,50,42.7,30.6
2020,Wayne,72,70.5,50,60,"(41.1527698, -73.745912)",120,44.2,WAYN,974156,36117,540000,Central,89123,93765,93772,91283,NA,NA,N,1395.59896,2/8/18,254972.22,3614584709,MULTIPOLYGON (((359224.7 48...,22,25.8,30.6,44.2,53.6,63.1,71.7,67.8,61.8,51.1,34.9,29.8,29.5,27.3,38.7,41.4,54.7,67,73.8,70.3,61.2,50.5,45,32.2,27.2,23,37.4,46.5,55.5,68.6,68.3,72,63.3,56.4,39.8,35.8,18.1,25.3,35.9,44.8,59,65.3,70.6,71,61.8,50.3,43.3,31.1
2020,Oswego,161,45.05,50,50,"(43.4614428, -76.209258)",283,80.1,OSWE,974136,36075,350000,Central,121771,122377,122109,117525,NA,NA,N,1400.45244,3/26/18,307605.7,3627155171,MULTIPOLYGON (((409549.2 48...,19.2,24.1,29.8,44.4,53.6,62.8,71.6,67.1,61.2,51,33.6,27.9,27.9,26.1,37.4,41.7,54.6,66.2,75.3,70,60.8,49.3,43,31,24.5,22.4,35.8,46.4,55.2,68.6,68.2,71.7,62.6,56.1,38.3,34.2,15.6,24.2,34.2,44.2,59.5,64.1,70.3,70.9,61.6,50.1,42,29.9
2020,Allegany,177,50,50,66,"(42.2478938, -78.0261758)",59,42.3,ALLE,974100,36003,20000,West,50470,49927,48946,46456,NA,NA,N,1035.20913,4/26/19,210499.34,2681179340,MULTIPOLYGON (((229573.9 47...,20.6,26.1,30,45,56,62.6,70.4,66.3,61.4,50.7,33.4,28.9,28.4,27.4,38.6,41.1,53.6,64.9,74.3,68.3,59.4,48.9,42.6,29.3,26,22,36.8,46.1,54.3,66.8,67.9,70.2,61.8,55.8,37.1,34,16.9,24.2,34.7,44.4,58,64.6,68.8,68.9,60.8,47.9,40.6,28.3
2020,Chenango,5,3.1,5,80,"(42.489732, -75.6049051)",254,179.3,CHEN,974107,36017,80000,Central,51768,51401,50477,47220,NA,NA,N,897.81864,10/3/18,226955.16,2325339613,MULTIPOLYGON (((464936.4 47...,20.1,25.3,29.5,44.8,54.4,61.6,70,65.4,59.8,50,33,26.6,27.8,27,37,40.1,53.3,63.6,73.8,67.8,59.2,49,41.2,29.2,23.7,21.9,34,43.8,53.2,65,66.9,68.7,60.5,54.1,35.6,32.6,15.7,23.4,33.2,42.4,57.8,62.3,68.6,69.1,59.7,48.1,40.7,27.7
2020,Orleans,8,7.8,8,25,"(43.209007, -78.254897)",10,8.3,ORLE,974135,36073,340000,West,41846,44171,42883,40343,NA,NA,N,812.16899,2/12/18,186740.28,2103508020,MULTIPOLYGON (((256280.7 47...,20.2,24.9,30.7,44.4,54.3,64.4,72.8,69.2,63.6,52,34,30.8,29.6,27,39.2,41.7,54.9,67.2,75.9,70.8,62.2,50.9,45.9,32.5,27.4,21.8,38.1,47,55.8,69.8,69.4,73.3,64,57,40.4,36.5,19,25.7,36.5,44.8,59.8,67.1,71.6,71.3,62.6,50.9,42.8,31.4
2020,St Lawrence,85,42.5,50,48,"(44.4881125, -75.074311)",NA,NA,STLA,977309,36089,400000,East,111974,111931,111944,108505,NA,NA,N,2818.74261,11/19/18,349497.58,7300509854,MULTIPOLYGON (((513668 4984...,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Monroe,115,42.3,100,53,"(43.174966, -77.639663)",241,10.7,MONR,974126,36055,260000,West,713968,735343,744344,759443,NA,NA,N,1382.59447,12/22/17,268311.09,3580903230,MULTIPOLYGON (((306943.2 47...,22.5,26.9,31.8,45.2,54.9,64.5,72.8,69,63.1,52.2,34.9,31.1,30.6,28.2,39.8,42.1,55.1,67.7,72.4,70.7,62.1,51,46.1,33,27.9,22.9,38.5,47,56.2,70.1,69.4,73.3,64.2,57.1,40.6,36.7,19.3,26.2,36.9,45.6,60,67,71.8,71.8,62.8,50.8,43.4,31.7
2020,Saratoga,326,56.8,176,61.4,"(43.1061353, -73.8553872)",494,70.8,SARA,974143,36091,410000,East,181276,200635,219607,235509,NA,NA,N,843.59404,11/10/17,244735.85,2184898537,MULTIPOLYGON (((594734.2 47...,20,23.7,30.6,45.8,55.4,64.7,72.4,67.8,60.2,50.3,33.2,26.4,27.6,26.7,37.5,43,55.7,66.8,72.9,69.2,59.8,49.3,41,29.9,23.5,22.4,34.9,47,56.5,67.9,68.6,71.2,62.5,54.4,36.8,32.7,16.8,24.4,33.8,45.1,60,65,71.7,71.7,60.9,50.1,41.4,29.4
2020,Cortland,51,18.3,51,52.9,"(42.5938237, -76.0762647)",217,152.9,CORT,974110,36023,110000,Central,48963,48599,49336,46809,NA,NA,N,501.13939,3/9/18,145854.77,1297945069,MULTIPOLYGON (((428566.6 46...,19.3,24.8,28.7,43.8,53.5,61.6,69.8,64.9,59.2,49.2,32.4,26.7,27.2,25.9,36.2,39.2,52.8,64,75.7,68,58.7,48.4,41.3,28.8,23.4,21.2,34,43.5,53.3,65.8,66.7,69.1,60.6,54.2,35.9,32.8,15.4,23.1,32.8,42.3,57.4,62.3,68.7,68.7,59.2,47.9,40.5,27.6
2020,Essex,214,20.53,108,63.9,"(44.1089711, -73.7775726)",129,115.3,ESSE,974114,36031,150000,East,37152,38851,39370,37381,NA,NA,N,1915.01996,7/24/18,331906.61,4959878931,MULTIPOLYGON (((633423.4 49...,13.3,18.1,24.8,39.8,49.7,59.7,67.8,62.8,55.7,45.8,27.7,22,22.3,20.7,31.4,37.2,51.2,61.3,74.5,64.5,55.4,44.6,36.1,25.4,18.6,16.8,29.2,42.1,51.6,64.3,63.3,67.3,57.9,50.3,32.6,26.5,8.9,17.8,28.5,39.7,55.2,60.1,65.7,66.6,56.5,45.7,37,25.7
2020,Sullivan,222,74.9,50,50,"(41.7201763, -74.7646796)",139,60.3,SULL,974150,36105,480000,East,69277,73966,77547,78624,NA,NA,N,995.45497,5/15/20,255870.76,2578216525,MULTIPOLYGON (((543999.4 46...,22.6,26.9,31.2,47.5,55.9,63.4,71.2,66.6,61.5,50.9,34.4,27.8,29.4,30.6,38.8,41.8,54.2,64.8,76.7,68.7,59.7,49.8,42.4,30.9,25.5,24,35.8,46.6,54.7,66.1,68.9,70,61.4,55.2,37.4,34.1,19.2,26.4,35.2,44.6,58.3,62.4,70.4,71.1,60.5,48.6,41.2,28.8
2020,Cattaragus,779,57.38,260,56.5,"(42.2448527, -78.6810055)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTIPOLYGON EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Rockland,110,46.4,50,34,"(41.1547851, -74.0247721)",481,48.6,ROCK,974142,36087,390000,East,265475,286753,311687,338329,NA,NA,N,199.34184,10/4/19,103259.43,516292998,MULTIPOLYGON (((593050.6 45...,28.2,32,37.4,52.2,60.2,68.9,77.2,73.1,66.8,56.5,39.3,33.8,34.8,36.1,44,47.2,58.5,70.9,80.7,74.8,65.6,55.2,47.5,35.2,30.5,29.1,41.3,51.4,59.7,71.4,74.2,75.1,67.4,59.9,42.3,39.3,25.7,32.1,41.2,49.7,62.9,68.5,76.7,76.9,66.6,53.2,45.8,33.5
2020,Schenectady,288,63.9,172,55.8,"(42.8175421, -74.0435834)",458,97.3,SCHE,974144,36093,420000,East,149285,146555,154727,158061,NA,NA,N,209.55386,11/8/18,118236.71,542742009,MULTIPOLYGON (((585241.4 47...,20.5,25.3,31.8,47.2,56.4,64.7,72.5,68.7,60.8,51.5,34.5,27.3,29.1,28.9,39.2,43.6,56.8,67.7,73.6,69.9,60.7,50.5,41.8,30.7,24.5,23.2,35.8,47.5,56.6,68.2,69.3,71.5,63.1,55.4,37.6,34.3,18.2,25.8,35.1,45.8,60.7,65.3,72.5,72.7,61.8,50.6,42.4,30.2
2020,Washington,226,67.23,148,67.6,"(43.3123766, -73.4394282)",323,175.9,WASH,974155,36115,530000,East,59330,61042,63216,61302,NA,NA,N,845.85571,11/10/17,302359,2190756227,MULTIPOLYGON (((630545.5 48...,20,23.6,30.9,45,55.2,64.1,72.2,67.5,59.4,50.1,33,26.3,26.9,25.5,36.6,42.5,55.4,66.1,70.9,68.6,59.3,49.4,40.4,29.7,23.1,21.9,34.4,46.5,56,68,68.1,71,61.7,54,36.6,32.4,16.4,23.7,33.5,44.6,59.7,64.5,71,71.3,60.4,49.5,41.2,28.8
2020,Greene,128,40,112,59.8,"(42.2869511, -74.1494949)",612,427.1,GREE,974118,36039,190000,East,44739,48195,49221,47931,NA,NA,N,657.72008,5/19/20,188783.3,1703487184,MULTIPOLYGON (((600650.4 47...,21.5,25.6,30.5,46.1,55.3,62.9,70.4,66.6,59.3,50,33.6,27.3,28.7,29.9,38.4,41.7,54.6,64.5,74.3,68.4,59.3,50,41.7,30.6,25.1,23.5,35,46.6,54.6,66.4,68.1,69.4,61.8,54.8,37,34.3,18.6,25.7,34.5,44.7,58.4,63.1,69.8,70.6,60.1,48.5,41.4,29.6
2020,Montgomery,141,30.93,132,62.1,"(42.9008912, -74.4353575)",88,59.2,MONT,974127,36057,270000,East,51981,49708,50219,49532,NA,NA,N,409.99046,2/1/18,148787.58,1061870418,MULTIPOLYGON (((534700.7 47...,19,24.8,30.8,46.6,55.9,63.8,71.8,68.1,60.1,50.9,33.9,26.6,27.8,27.6,38.2,42.4,56.1,67.1,75.3,69.8,60.7,50.1,41.9,30.9,24,22.8,34.9,46.4,55.9,68,69.3,71.2,62.7,54.8,36.8,33.6,16.9,25.1,34.2,44.9,60.4,64.9,71.6,71.8,61.2,49.8,42,29.5
2020,Warren,96,19.8,80,51.3,"(43.5551053, -73.8381388)",295,151.8,WARR,974154,36113,520000,East,59209,63303,65707,65737,NA,NA,N,930.66894,12/3/18,264775.52,2410421491,MULTIPOLYGON (((625724 4850...,16.8,20.7,27.3,42.1,52.5,61.6,69.7,64.8,57.4,47.7,30.7,24,24.5,23,33.7,40.2,53,63.2,74,66.3,57,46.6,38.1,27.5,21.1,19.6,31.3,44.3,53.9,65.4,65.6,68.6,59.8,52.1,34.5,29,12.9,20.6,30.2,42,57.1,62,67.9,68.8,58.3,47.3,39,26.9
