year,name,total_ticks_collected,tick_population_density,ticks_tested,b_burgdorferi_percent,county_centroid,lyme_count,lyme_rate,abbrev,gnis_id,fips_code,swis,nysp_zone,pop1990,pop2000,pop2010,pop2020,dos_ll,dosll_date,nyc,calc_sq_mi,datemod,shape_leng,shape_area,geometry,jan_19,feb_19,mar_19,apr_19,may_19,jun_19,jul_19,aug_19,sep_19,oct_19,nov_19,dec_19,jan_20,feb_20,mar_20,apr_20,may_20,jun_20,jul_20,aug_20,sep_20,oct_20,nov_20,dec_20,jan_21,feb_21,mar_21,apr_21,may_21,jun_21,jul_21,aug_21,sep_21,oct_21,nov_21,dec_21,jan_22,feb_22,mar_22,apr_22,may_22,jun_22,jul_22,aug_22,sep_22,oct_22,nov_22,dec_22
2019,Niagara,50,50,50,48,"(43.203001, -78.71083)",10,1.6,NIAG,974130,36063,290000,West,220756,219846,216469,212666,NA,NA,N,1140.64668,3/26/18,261349.59,2954261351,MULTIPOLYGON (((218080.7 47...,21.5,26.1,30.7,44.4,54.2,64.7,72.9,69.4,64.2,52.4,34.7,31.9,31.4,28.4,40,43.1,55.3,67.1,80.8,71.2,62.4,51,45.4,32.6,28.2,22.6,38.7,47.2,55.4,69.4,70,73.5,64.3,57.2,40.1,36.3,19.6,25.9,36.8,44,60.3,67,71.2,71.1,62.8,51,42.6,31.8
2019,Schoharie,226,51.47,112,48.2,"(42.591294, -74.4381718)",157,169.7,SCHO,974145,36095,430000,East,31859,31582,32749,29714,NA,NA,N,625.8386,5/19/20,186763.71,1620914521,MULTIPOLYGON (((544585.1 47...,18.6,24.5,29.6,44.9,54.2,61.3,69.1,65.8,58.1,49.3,32.7,25.6,27,27.8,37.1,40.4,53.9,63.9,74.2,67.6,58.8,49.2,40.7,30,23.6,22,33.5,45,53.3,65.3,67.2,68.7,60.9,53.7,35.4,32.8,16.5,24.7,33.5,43.4,58.3,62.5,69.1,69.8,59.3,47.8,40.8,28.6
2019,Dutchess,117,52,50,48,"(41.7550085, -73.7399512)",1045,118,DUTC,974112,36027,130000,East,259462,280150,297488,295911,NA,NA,N,824.43935,11/8/18,220942.56,2135288103,MULTIPOLYGON (((590247.8 46...,25.5,29.3,35.5,50.1,58.4,67.1,75.5,71,63.7,53.8,36.5,30.7,31.9,33.2,41.9,45.2,57.6,69.6,70.4,73.1,63.4,53.2,45.1,32.8,27.7,26.6,39.7,50,58.3,70.8,72,74.1,65.2,57.7,39.7,36.7,22.6,29.7,39.3,48.1,62,67.2,75.5,75.9,64.2,52.2,43.7,32.1
2019,Fulton,217,87.17,115,60.9,"(43.1156093, -74.4236782)",159,99.2,FULT,974116,36035,170000,East,54191,55073,55531,53324,NA,NA,N,532.62184,11/1/18,176010.53,1379484243,MULTIPOLYGON (((530467.6 47...,17.6,22.4,28.4,44,53.6,62.2,70,66.1,58.5,48.9,31.8,24.7,26,25.3,35.6,40.8,54.1,64.9,70.7,67.7,58.7,48,39.9,28.8,22.3,21.1,32.7,45,54.6,66,66.7,69.3,61,53.2,35.3,30.9,14.7,22.7,31.6,43,58.4,63,69.1,69.6,59.4,48.4,40.1,27.7
2019,Westchester,133,32.63,50,56,"(41.1527698, -73.745912)",493,16.8,WEST,974157,36119,550000,East,874866,923459,949113,1004457,NA,NA,N,499.9729,10/4/19,182997.68,1294923860,MULTIPOLYGON (((621529.9 45...,29.1,32.8,37.8,52.1,60,69.1,77.4,73.1,66.9,57,40,34.8,35.5,36.6,44.1,47.5,58.2,71.1,74.4,74.7,65.7,55.4,48.2,35.5,31.1,30.1,41.6,51.4,59.6,71.6,74,75.3,67.6,60,43,40,26.6,33.1,41.8,50,63.3,69,77.4,77.5,67.2,54.4,46.9,34.6
2019,Broome,19,17.3,19,47.4,"(42.1619773, -75.830291)",953,163.4,BROO,974102,36007,30000,Central,212160,200536,200600,198683,NA,NA,N,715.28747,4/26/19,227933.33,1852586030,MULTIPOLYGON (((428899.3 46...,21.1,26.3,30.7,46.2,55.6,63,71.2,66.5,60.9,50.7,33.4,28,28.8,28.5,38.3,40.8,54,64.9,80.6,68.9,60.1,49.9,42.5,30,25,23.5,35.7,45.1,54.8,67,68.2,70,61.6,55.1,36.6,34.2,17.7,25.3,34.9,43.4,58.9,63.4,70,70.2,60.2,48.9,41.3,28.7
2019,Schenectady,366,45.43,219,60.7,"(42.8175421, -74.0435834)",458,97.3,SCHE,974144,36093,420000,East,149285,146555,154727,158061,NA,NA,N,209.55386,11/8/18,118236.71,542742009,MULTIPOLYGON (((585241.4 47...,20.5,25.3,31.8,47.2,56.4,64.7,72.5,68.7,60.8,51.5,34.5,27.3,29.1,28.9,39.2,43.6,56.8,67.7,73.6,69.9,60.7,50.5,41.8,30.7,24.5,23.2,35.8,47.5,56.6,68.2,69.3,71.5,63.1,55.4,37.6,34.3,18.2,25.8,35.1,45.8,60.7,65.3,72.5,72.7,61.8,50.6,42.4,30.2
2019,St Lawrence,156,50.7,100,42,"(44.4881125, -75.074311)",NA,NA,STLA,977309,36089,400000,East,111974,111931,111944,108505,NA,NA,N,2818.74261,11/19/18,349497.58,7300509854,MULTIPOLYGON (((513668 4984...,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Jefferson,70,36.8,50,78,"(43.9953714, -76.0535218)",170,49.7,JEFF,974121,36045,220000,Central,110943,111738,116229,116721,NA,NA,N,1753.08298,11/6/18,307750.57,4540464065,MULTIPOLYGON (((436294.5 49...,15.9,22.1,27.5,43,52.8,62.7,71.5,67,59.7,50,31.5,25.4,26.1,24,36,40.9,53.7,65.5,70.7,68.7,59.3,47.8,42.4,29,21.7,19,34.1,45.8,54.6,68,67.2,71.4,61.3,54.6,37.3,31.2,10.6,21.5,31.9,43.8,58.8,64,69.7,70.3,60.4,49.6,40.4,29.2
2019,Oneida,151,107.9,50,56,"(43.2427273, -75.4342824)",395,57.3,ONEI,974131,36065,300000,Central,250836,235469,234878,232125,NA,NA,N,1257.21214,3/9/18,307349.03,3256164502,MULTIPOLYGON (((492898 4808...,17.7,23,28.2,43.7,53.5,62.5,70.8,66.2,60.3,49.6,32.1,26.2,26.5,25,35.5,40.2,53.8,64.8,75.6,68.6,59.8,48.2,41,28.9,22.2,20.8,33.4,45,54.4,66.9,67.2,69.9,61.3,54.8,36.4,31.6,13.5,22.2,32.2,43,58.7,62.8,69.1,69.3,60.3,48.8,40.4,27.8
2019,Oswego,124,77.5,50,70,"(43.4614428, -76.209258)",283,80.1,OSWE,974136,36075,350000,Central,121771,122377,122109,117525,NA,NA,N,1400.45244,3/26/18,307605.7,3627155171,MULTIPOLYGON (((409549.2 48...,19.2,24.1,29.8,44.4,53.6,62.8,71.6,67.1,61.2,51,33.6,27.9,27.9,26.1,37.4,41.7,54.6,66.2,75.3,70,60.8,49.3,43,31,24.5,22.4,35.8,46.4,55.2,68.6,68.2,71.7,62.6,56.1,38.3,34.2,15.6,24.2,34.2,44.2,59.5,64.1,70.3,70.9,61.6,50.1,42,29.9
2019,Franklin,129,11.94,71,42.3,"(44.5943743, -74.3106698)",90,60.9,FRAN,974115,36033,160000,East,46540,51134,51599,47555,NA,NA,N,1696.38234,10/4/18,314349.88,4393610084,MULTIPOLYGON (((526445.3 49...,12.3,17.9,24.7,39.8,50,60.4,68.9,63.4,56.2,46.6,27.3,22.6,22.2,20.4,32.5,38,52.1,62.8,69.4,65,56,45,38.2,26,18.2,16.4,30.2,43.4,52.8,65.3,63.9,68.5,58.1,50.9,33.3,26.3,7.7,17.6,29.1,40.6,56.5,61.4,66.6,66.9,57.1,46.9,37.3,26.7
2019,Columbia,667,62.98,385,54.5,"(42.2477286, -73.6268046)",812,446.8,COLU,974109,36021,100000,East,62982,63094,63096,61570,NA,NA,N,647.9075,1/22/18,184324.65,1678072717,MULTIPOLYGON (((633818.3 47...,23.7,27.3,33.2,48.6,57.2,66,73.5,69.5,61.8,52.4,35.9,29.2,30.8,31.6,40.6,44.4,57.3,67.9,72.1,71.2,62,52.5,43.7,32.3,26.5,25.9,37.6,49,58,69.6,71,72.5,64.4,56.3,39.5,35.9,20.6,27.8,36.8,47.3,60.9,66.2,73,73.4,62.5,51.4,43.4,31.3
2019,Warren,158,11.54,56,55.4,"(43.5551053, -73.8381388)",295,151.8,WARR,974154,36113,520000,East,59209,63303,65707,65737,NA,NA,N,930.66894,12/3/18,264775.52,2410421491,MULTIPOLYGON (((625724 4850...,16.8,20.7,27.3,42.1,52.5,61.6,69.7,64.8,57.4,47.7,30.7,24,24.5,23,33.7,40.2,53,63.2,74,66.3,57,46.6,38.1,27.5,21.1,19.6,31.3,44.3,53.9,65.4,65.6,68.6,59.8,52.1,34.5,29,12.9,20.6,30.2,42,57.1,62,67.9,68.8,58.3,47.3,39,26.9
2019,Cattaraugus,760,77,250,53.6,"(42.2448527, -78.6810055)",95,41.3,CATT,974103,36009,40000,West,84234,83955,80317,77042,NA,NA,N,1324.30922,4/26/19,276084.51,3429945130,MULTIPOLYGON (((169747.3 47...,20.5,25.6,29.7,45.1,55.8,62.3,69.9,65.9,61.6,50.9,33.4,30.1,28.4,27.7,39.5,41.3,53.7,64.7,73,67.5,58.9,48.9,42.6,29.9,26.2,22.1,36.8,45.7,53.9,66.5,67.8,70.2,61.7,56.4,37.3,34.8,17.8,24.5,34.9,44.2,58.1,64.2,68.3,67.8,60.7,47.4,40.6,28.4
2019,Suffolk,1779,30.58,496,42.5,"(40.943554, -72.6922184)",1269,28.2,SUFF,974149,36103,470000,Long Island,1321864,1419369,1493350,1525920,NA,NA,N,2372.63419,NA,385044.84,6145094330,MULTIPOLYGON (((741116.9 45...,31.6,33.8,38.1,50.8,58.2,67.8,76.4,72.8,66.3,57.3,41.9,36.6,37,37.4,44,45.8,56.5,69,72.5,74.3,66.1,56.5,48.6,37.5,33,32.1,41.7,50,58.4,69.6,73.4,74.6,68.5,60.5,44.2,41.3,29.3,34.2,41.8,48.9,60.5,67.5,75.7,76.2,66.9,55.6,48.2,37.2
2019,Livingston,109,108.3,50,70,"(42.7274845, -77.7697795)",73,38.8,LIVI,974124,36051,240000,West,62372,64328,65393,61834,NA,NA,N,640.50155,9/20/18,237375.89,1658891412,MULTIPOLYGON (((277810.4 47...,22.1,27.2,31.4,45.8,56,64,71.9,67.8,62.7,52.1,34.6,30.6,30.5,28,39.8,41.8,55.3,66.9,71.2,70,61.2,50.4,44.7,31.6,27.5,22.6,38.5,47.1,55.9,69.6,69.1,72.1,63.5,56.8,39.3,35.9,18.6,25.8,36.5,45.6,59.8,66.3,71,70.7,62.1,50,42.7,30.6
2019,Hamilton,2,0.32,2,50,"(43.6578786, -74.5024556)",3,21.4,HAMI,974119,36041,200000,East,5279,5379,4836,5107,NA,NA,N,1806.21213,11/1/18,327370.62,4678067941,MULTIPOLYGON (((563263.6 48...,12.8,17.7,23.3,39,49.9,59,66.7,61.8,55.1,45.4,27.9,22,22.4,20.5,30.7,37.3,50.7,60.2,72.6,64.1,54.9,44,36,24.7,18.3,17.2,28,41.6,51.1,63,63,66.2,57.2,50.1,31.8,25.9,9.3,17.6,27.4,39.2,54.7,59.2,64.6,65.9,56.2,45,36.6,25
2019,Saratoga,911,62.75,405,53.3,"(43.1061353, -73.8553872)",494,70.8,SARA,974143,36091,410000,East,181276,200635,219607,235509,NA,NA,N,843.59404,11/10/17,244735.85,2184898537,MULTIPOLYGON (((594734.2 47...,20,23.7,30.6,45.8,55.4,64.7,72.4,67.8,60.2,50.3,33.2,26.4,27.6,26.7,37.5,43,55.7,66.8,72.9,69.2,59.8,49.3,41,29.9,23.5,22.4,34.9,47,56.5,67.9,68.6,71.2,62.5,54.4,36.8,32.7,16.8,24.4,33.8,45.1,60,65,71.7,71.7,60.9,50.1,41.4,29.4
2019,Essex,190,28.35,117,53.9,"(44.1089711, -73.7775726)",129,115.3,ESSE,974114,36031,150000,East,37152,38851,39370,37381,NA,NA,N,1915.01996,7/24/18,331906.61,4959878931,MULTIPOLYGON (((633423.4 49...,13.3,18.1,24.8,39.8,49.7,59.7,67.8,62.8,55.7,45.8,27.7,22,22.3,20.7,31.4,37.2,51.2,61.3,74.5,64.5,55.4,44.6,36.1,25.4,18.6,16.8,29.2,42.1,51.6,64.3,63.3,67.3,57.9,50.3,32.6,26.5,8.9,17.8,28.5,39.7,55.2,60.1,65.7,66.6,56.5,45.7,37,25.7
2019,Washington,296,80.03,149,38.3,"(43.3123766, -73.4394282)",323,175.9,WASH,974155,36115,530000,East,59330,61042,63216,61302,NA,NA,N,845.85571,11/10/17,302359,2190756227,MULTIPOLYGON (((630545.5 48...,20,23.6,30.9,45,55.2,64.1,72.2,67.5,59.4,50.1,33,26.3,26.9,25.5,36.6,42.5,55.4,66.1,70.9,68.6,59.3,49.4,40.4,29.7,23.1,21.9,34.4,46.5,56,68,68.1,71,61.7,54,36.6,32.4,16.4,23.7,33.5,44.6,59.7,64.5,71,71.3,60.4,49.5,41.2,28.8
2019,Orleans,16,14.8,16,56.3,"(43.209007, -78.254897)",10,8.3,ORLE,974135,36073,340000,West,41846,44171,42883,40343,NA,NA,N,812.16899,2/12/18,186740.28,2103508020,MULTIPOLYGON (((256280.7 47...,20.2,24.9,30.7,44.4,54.3,64.4,72.8,69.2,63.6,52,34,30.8,29.6,27,39.2,41.7,54.9,67.2,75.9,70.8,62.2,50.9,45.9,32.5,27.4,21.8,38.1,47,55.8,69.8,69.4,73.3,64,57,40.4,36.5,19,25.7,36.5,44.8,59.8,67.1,71.6,71.3,62.6,50.9,42.8,31.4
2019,Onondaga,109,90.8,50,50,"(43.0065299, -76.1961167)",315,22.6,ONON,974132,36067,310000,Central,468973,458336,467026,476516,NA,NA,N,805.02218,7/18/18,235290.72,2084997862,MULTIPOLYGON (((405851 4788...,20.3,25.5,30.7,45.3,54.7,63.4,71.8,67.3,61.6,51.2,34.1,28.5,28.9,27.1,38.1,41.7,55,66.7,73,70.5,61.2,50.1,43.5,31.3,25.3,23,36.4,46.4,56,69,69,72.2,63.2,56.6,38.8,35.2,17.2,25.2,35,44.3,59.6,64.3,70.9,71.3,61.6,50.3,42.7,29.9
2019,Delaware,137,18.25,127,47.2,"(42.1939865, -74.966728)",242,180.6,DELA,974111,36025,120000,East,47225,48055,47980,44308,NA,NA,N,1466.34061,5/19/20,283395.29,3797804752,MULTIPOLYGON (((522455.6 47...,20.4,25,28.8,44.5,53.9,60.7,68.7,64.7,58.8,49.3,32.4,25.9,27.5,28,36.8,39.6,52.5,61.9,71.8,66.6,58,48.5,40.5,29.5,23.6,22.3,33.4,44.1,52.3,64.1,67,67.9,60.2,53.9,35,32.3,16.7,24.7,33.3,42.2,57,60.6,67.6,68.5,58.8,47,39.6,27.5
2019,Sullivan,126,68.9,50,52,"(41.7201763, -74.7646796)",139,60.3,SULL,974150,36105,480000,East,69277,73966,77547,78624,NA,NA,N,995.45497,5/15/20,255870.76,2578216525,MULTIPOLYGON (((543999.4 46...,22.6,26.9,31.2,47.5,55.9,63.4,71.2,66.6,61.5,50.9,34.4,27.8,29.4,30.6,38.8,41.8,54.2,64.8,76.7,68.7,59.7,49.8,42.4,30.9,25.5,24,35.8,46.6,54.7,66.1,68.9,70,61.4,55.2,37.4,34.1,19.2,26.4,35.2,44.6,58.3,62.4,70.4,71.1,60.5,48.6,41.2,28.8
2019,Rockland,120,31.75,50,76,"(41.1547851, -74.0247721)",481,48.6,ROCK,974142,36087,390000,East,265475,286753,311687,338329,NA,NA,N,199.34184,10/4/19,103259.43,516292998,MULTIPOLYGON (((593050.6 45...,28.2,32,37.4,52.2,60.2,68.9,77.2,73.1,66.8,56.5,39.3,33.8,34.8,36.1,44,47.2,58.5,70.9,80.7,74.8,65.6,55.2,47.5,35.2,30.5,29.1,41.3,51.4,59.7,71.4,74.2,75.1,67.4,59.9,42.3,39.3,25.7,32.1,41.2,49.7,62.9,68.5,76.7,76.9,66.6,53.2,45.8,33.5
2019,Monroe,232,115.25,100,43,"(43.174966, -77.639663)",241,10.7,MONR,974126,36055,260000,West,713968,735343,744344,759443,NA,NA,N,1382.59447,12/22/17,268311.09,3580903230,MULTIPOLYGON (((306943.2 47...,22.5,26.9,31.8,45.2,54.9,64.5,72.8,69,63.1,52.2,34.9,31.1,30.6,28.2,39.8,42.1,55.1,67.7,72.4,70.7,62.1,51,46.1,33,27.9,22.9,38.5,47,56.2,70.1,69.4,73.3,64.2,57.1,40.6,36.7,19.3,26.2,36.9,45.6,60,67,71.8,71.8,62.8,50.8,43.4,31.7
2019,Cayuga,68,42.5,50,54,"(43.0085456, -76.5745866)",96,41.7,CAYU,974104,36011,50000,Central,82313,81963,80026,76248,NA,NA,N,881.8235,7/18/18,334039.8,2283912393,MULTIPOLYGON (((369644.2 47...,20.9,25.8,30.6,44.6,54.4,63.2,71.3,66.9,61.3,50.8,34.2,28.6,29.2,27.4,38.4,41.1,54.9,66.4,71.6,70.2,60.8,50.4,43.8,31.2,26,22.9,36.9,45.8,55.4,68.2,68.1,71.3,62.8,56.4,38.9,35.3,18.1,25.4,35.3,44.5,59.1,64.5,70.4,70.4,61,50,42.7,29.9
2019,Greene,348,43.62,182,61,"(42.2869511, -74.1494949)",612,427.1,GREE,974118,36039,190000,East,44739,48195,49221,47931,NA,NA,N,657.72008,5/19/20,188783.3,1703487184,MULTIPOLYGON (((600650.4 47...,21.5,25.6,30.5,46.1,55.3,62.9,70.4,66.6,59.3,50,33.6,27.3,28.7,29.9,38.4,41.7,54.6,64.5,74.3,68.4,59.3,50,41.7,30.6,25.1,23.5,35,46.6,54.6,66.4,68.1,69.4,61.8,54.8,37,34.3,18.6,25.7,34.5,44.7,58.4,63.1,69.8,70.6,60.1,48.5,41.4,29.6
NA,Queens,NA,NA,NA,NA,NA,336,4.9,QUEE,974139,36081,630000,Long Island,1951598,2229379,2230722,2405464,NA,NA,Y,179.51251,10/4/19,141111.45,464935273,MULTIPOLYGON (((603175.3 45...,32.4,35.5,40.4,53.3,61,71.2,79.4,75.6,69.8,59.4,43.1,38,38.8,39.6,46.9,49,59,72.8,77.2,76.8,68.5,57.9,51.5,38.8,35,33.5,44.4,52.7,61.5,73,76,77.2,70.4,62.6,46.2,43.3,30.3,36.2,43.9,51.2,63,70.9,79.5,79.1,69.4,56.6,50.1,37.7
NA,Bronx,NA,NA,NA,NA,NA,78,1.8,BRON,974101,36005,600000,Long Island,1203789,1332650,1385108,1472654,NA,NA,Y,57.47215,10/4/19,57253.86,148852180,MULTIPOLYGON (((595540.7 45...,32.2,35.4,40.3,53.8,61.4,71.5,79.8,75.7,70,59.6,43,37.8,38.7,39.5,47,49.4,59.6,73.4,71.9,77.2,68.6,58,51.7,38.8,34.7,33.2,44.4,53.2,61.6,73.6,76.2,77.4,70.4,62.6,46,43.1,30,36,43.9,51.5,63.6,71,79.5,79.2,69.3,56.6,49.9,37.4
NA,Putnam,NA,NA,NA,NA,NA,703,237.6,PUTN,974138,36079,370000,East,83941,95745,99710,97668,NA,NA,N,245.98902,11/8/18,110496.84,637108648,MULTIPOLYGON (((620790.8 45...,26.3,30.4,36,50.5,58.9,67.2,75.6,71.6,64.9,55.2,37.6,31.8,32.7,34.1,42.1,45.6,57.3,69.9,70.8,73.4,64,54,45.7,33.2,28.6,27.5,40,50,58.2,70.5,72.3,74.4,66,58.7,41,37.8,24.1,30.8,40.3,48.6,62.6,67.4,76,76.4,65.7,52.9,44.5,32.5
NA,Tioga,NA,NA,NA,NA,NA,233,160.6,TIOG,974151,36107,490000,Central,52337,51784,51125,48455,NA,NA,N,522.40112,4/26/19,195615.73,1353012695,MULTIPOLYGON (((407005.2 46...,21.3,26.8,30.9,46.1,55.7,63.5,71.6,66.8,61.2,50.6,33.8,28.5,29.2,29.1,38.4,40.9,54.3,65.2,72.4,69.5,60.2,49.8,42.4,30.6,25.9,23.3,36.5,45.4,55,67.9,68.7,70.7,62.1,55.8,37.1,34.5,17.6,25.3,35.4,44.3,58.7,64.2,70.3,69.9,60.6,48.6,41.3,28.8
NA,Kings,NA,NA,NA,NA,NA,906,11.6,KING,974122,36047,610000,Long Island,2300664,2465326,2504700,2736074,NA,NA,Y,97.14561,10/4/19,72427.92,251605964,MULTIPOLYGON (((590578.7 45...,32.8,35.9,40.8,54.1,61.8,71.7,79.9,76.1,70.5,60.1,43.5,38.2,39.2,40.1,47.4,49.4,59.7,73.4,74.2,77.4,69.1,58.5,51.9,39.1,35.3,33.6,44.9,53.3,62,73.5,76.8,77.8,71,63.1,46.3,43.5,30.5,36.7,44.5,51.7,63.7,71.5,80.2,79.6,69.8,56.8,50.4,38.1
NA,Lewis,NA,NA,NA,NA,NA,122,153,LEWI,974123,36049,230000,Central,26796,26944,27087,26582,NA,NA,N,1289.73373,11/6/18,255841.63,3340395038,MULTIPOLYGON (((486119 4882...,14,19.6,25.2,41.2,51.1,60.8,68.5,64.2,57.6,47.6,29.4,23.4,23.8,22,33.2,38.6,52.1,63,80.6,66.5,57.4,45.9,39.1,26.4,19.3,17.6,31.2,43.4,52.6,65.4,64.7,68.2,58.9,52.6,34.6,28.7,9.1,19.3,29.3,41.5,57.1,61.5,66.8,67.3,58.1,47.3,38.2,26.4
NA,New York,NA,NA,NA,NA,NA,812,16.8,NEWY,974129,36061,620000,Long Island,1487536,1537195,1585873,1694251,NA,NA,Y,33.72563,10/4/19,60023.61,87348991,MULTIPOLYGON (((580767.7 45...,19.4,24.2,29.5,44.5,54.2,62.9,71,66.6,60.3,50.2,32.8,27.3,27.7,26.6,37.2,41.1,54.2,65.2,75.7,68.6,59.6,49,41.9,29.8,24,21.7,35,45.7,54.7,67.1,67.7,70.5,61.7,54.8,37,32.8,15.8,23.8,33.8,43.8,58.6,63.8,69.7,70,60.5,49,41,29
NA,New York,NA,NA,NA,NA,NA,812,16.8,NEWY,974129,36061,620000,Long Island,1487536,1537195,1585873,1694251,NA,NA,Y,33.72563,10/4/19,60023.61,87348991,MULTIPOLYGON (((580767.7 45...,32.5,35.7,40.7,54.3,62,71.8,80,76,70.3,59.9,43.2,37.9,39.1,39.9,47.4,49.6,60.1,73.7,79.1,77.5,68.9,58.2,51.9,39,35,33.4,44.8,53.5,62.1,73.9,76.7,77.8,70.6,62.8,46,43.2,30.2,36.5,44.4,51.8,64,71.5,80,79.5,69.6,56.6,50,37.8
NA,Nassau,NA,NA,NA,NA,NA,387,9.4,NASS,974128,36059,280000,Long Island,1287348,1334544,1339532,1395774,NA,NA,N,446.63747,4/12/18,168031.84,1156785733,MULTIPOLYGON (((632171.2 45...,32.1,35.1,39.7,52.5,60.1,70.2,78.6,74.7,68.8,58.9,42.7,37.6,38.4,39.1,46.2,48.3,58.3,71.7,74.1,76,67.7,57.5,50.9,38.4,34.5,33.1,43.6,52,60.6,72,75.2,76.4,69.8,62.1,45.7,42.8,29.9,35.6,43.2,50.5,62.1,69.8,78.4,78.3,68.7,56.3,49.7,37.4
NA,Richmond,NA,NA,NA,NA,NA,156,10.8,RICH,974141,36085,640000,Long Island,378977,443728,468730,495747,NA,NA,Y,102.46085,10/4/19,67419.78,265372393,MULTIPOLYGON (((579822 4500...,32.9,36.1,40.7,55.1,62.7,71.8,80,76,70.6,60.1,43.3,37.7,39.1,40.3,47.4,49.7,60.3,73.5,74.2,77.5,69.1,58.5,51.4,38.8,35.2,33.4,44.9,53.6,62.4,73.6,77.5,77.8,70.9,63,45.9,42.9,30.2,37,44.8,52.1,64.3,71.8,80.7,79.5,69.7,56.2,50,37.7